,rank,country,participant,result,discipline,event,olympic_host,olympic_game_year,gender
180,1,AUS,murray rose,00:17:21.700,Swimming,1500m freestyle,Rome,1960,men
181,2,USA,george thomas breen,00:17:30.600,Swimming,1500m freestyle,Rome,1960,men
0,0,URS,yevgeny minayev,372.5,Weightlifting,56 - 60kg (featherweight),Rome,1960,men
1,1,USA,isaac berger,362.5,Weightlifting,56 - 60kg (featherweight),Rome,1960,men
2,2,ITA,sebastiano mannironi,352.5,Weightlifting,56 - 60kg (featherweight),Rome,1960,men
28,0,USA,charles thomas jr. vinci,345,Weightlifting,56kg bantamweight,Rome,1960,men
29,1,JPN,yoshinobu miyake,337.5,Weightlifting,56kg bantamweight,Rome,1960,men
30,2,IRI,ismail elm khah,330,Weightlifting,56kg bantamweight,Rome,1960,men
50,0,URS,viktor bushuev,397.5,Weightlifting,60 - 67.5kg (lightweight),Rome,1960,men
51,1,SGP,tiger tan,380,Weightlifting,60 - 67.5kg (lightweight),Rome,1960,men
52,2,IRQ,abdul wahid aziz,380,Weightlifting,60 - 67.5kg (lightweight),Rome,1960,men
83,0,URS,aleksandr kurynov,437.5,Weightlifting,"67.5 - 75kg, (middleweight)",Rome,1960,men
84,1,USA,thomas tamio kono,427.5,Weightlifting,"67.5 - 75kg, (middleweight)",Rome,1960,men
85,2,HUN,gyözö veres,405,Weightlifting,"67.5 - 75kg, (middleweight)",Rome,1960,men
110,0,POL,ireneusz palinski,442.5,Weightlifting,75-82.5kg total lightheavyweight,Rome,1960,men
111,1,USA,james d. george,430,Weightlifting,75-82.5kg total lightheavyweight,Rome,1960,men
112,2,POL,jan bochenek,420,Weightlifting,75-82.5kg total lightheavyweight,Rome,1960,men
134,0,URS,arkady vorobyov,472.5,Weightlifting,825  90kg total middleheavyweight,Rome,1960,men
135,1,URS,trofim lomakin,457.5,Weightlifting,825  90kg total middleheavyweight,Rome,1960,men
136,2,GBR,louis george martin,445,Weightlifting,825  90kg total middleheavyweight,Rome,1960,men
154,0,URS,yuri vlasov,537.5,Weightlifting,90kg heavyweight,Rome,1960,men
155,1,USA,james edward bradford,512.5,Weightlifting,90kg heavyweight,Rome,1960,men
156,2,USA,norbert schemansky,500,Weightlifting,90kg heavyweight,Rome,1960,men
0,0,MAR,moulay brahim boutayeb,00:27:21.460,Athletics,10000m,Seoul,1988,men
1,1,ITA,salvatore antibo,00:27:23.550,Athletics,10000m,Seoul,1988,men
2,2,KEN,kipkemboi kimeli,00:27:25.160,Athletics,10000m,Seoul,1988,men
29,0,URS,olga bondarenko,00:31:05.210,Athletics,10000m,Seoul,1988,women
30,1,GBR,liz mccolgan,00:31:08.440,Athletics,10000m,Seoul,1988,women
31,2,URS,yelena zhupiyeva-vyazova,00:31:19.820,Athletics,10000m,Seoul,1988,women
58,0,BUL,yordanka donkova,12.380,Athletics,100m hurdles,Seoul,1988,women
59,1,GDR,gloria siebert,12.610,Athletics,100m hurdles,Seoul,1988,women
60,2,FRG,claudia zaczkiewicz-reidick,12.750,Athletics,100m hurdles,Seoul,1988,women
73,0,USA,carl lewis,09.920,Athletics,100m,Seoul,1988,men
74,1,GBR,linford christie,09.970,Athletics,100m,Seoul,1988,men
75,2,USA,calvin smith,09.990,Athletics,100m,Seoul,1988,men
83,0,USA,florence griffith-joyner,10.54w,Athletics,100m,Seoul,1988,women
84,1,USA,evelyn ashford,10.83w,Athletics,100m,Seoul,1988,women
85,2,GDR,heike drechsler,10.85w,Athletics,100m,Seoul,1988,women
91,0,USA,roger kingdom,12.980,Athletics,110m hurdles,Seoul,1988,men
92,1,GBR,colin jackson,13.280,Athletics,110m hurdles,Seoul,1988,men
93,2,USA,anthony eugene campbell,13.380,Athletics,110m hurdles,Seoul,1988,men
102,0,KEN,peter rono,00:03:35.960,Athletics,1500m,Seoul,1988,men
103,1,GBR,peter elliott,00:03:36.150,Athletics,1500m,Seoul,1988,men
104,2,GDR,jens-peter herold,00:03:36.210,Athletics,1500m,Seoul,1988,men
117,0,ROU,paula ivan,00:03:53.960,Athletics,1500m,Seoul,1988,women
118,1,URS,lailute baikauskaite,00:04:00.240,Athletics,1500m,Seoul,1988,women
119,2,URS,tatyana samolenko-dorovskikh,00:04:00.300,Athletics,1500m,Seoul,1988,women
129,0,USA,joseph nathaniel jr. deloach,19.750,Athletics,200m,Seoul,1988,men
130,1,USA,carl lewis,19.790,Athletics,200m,Seoul,1988,men
131,2,BRA,robson da silva,20.040,Athletics,200m,Seoul,1988,men
141,0,USA,florence griffith-joyner,21.340,Athletics,200m,Seoul,1988,women
142,1,JAM,grace jackson small,21.720,Athletics,200m,Seoul,1988,women
143,2,GDR,heike drechsler,21.950,Athletics,200m,Seoul,1988,women
151,0,TCH,jozef pribilinec,01:19:57.000,Athletics,20km walk,Seoul,1988,men
152,1,GDR,ronald weigel,01:20:00.000,Athletics,20km walk,Seoul,1988,men
153,2,ITA,maurizio damilano,01:20:14.000,Athletics,20km walk,Seoul,1988,men
204,0,KEN,julius kariuki,00:08:05.510,Athletics,3000m steeplechase,Seoul,1988,men
205,1,KEN,peter koech,00:08:06.790,Athletics,3000m steeplechase,Seoul,1988,men
206,2,GBR,mark robert rowland,00:08:07.960,Athletics,3000m steeplechase,Seoul,1988,men
221,0,URS,tatyana samolenko-dorovskikh,00:08:26.530,Athletics,3000m,Seoul,1988,women
222,1,ROU,paula ivan,00:08:27.150,Athletics,3000m,Seoul,1988,women
223,2,GBR,yvonne murray,00:08:29.020,Athletics,3000m,Seoul,1988,women
240,0,USA,andre lamar phillips,47.190,Athletics,400m hurdles,Seoul,1988,men
241,1,SEN,el hadji amadou dia ba,47.230,Athletics,400m hurdles,Seoul,1988,men
242,2,USA,edwin moses,47.560,Athletics,400m hurdles,Seoul,1988,men
250,0,AUS,deborah flintoff-king,53.170,Athletics,400m hurdles,Seoul,1988,women
251,1,URS,tatiana ledovskaya,53.180,Athletics,400m hurdles,Seoul,1988,women
252,2,GDR,ellen fiedler,53.630,Athletics,400m hurdles,Seoul,1988,women
258,0,USA,steve lewis,43.870,Athletics,400m,Seoul,1988,men
259,1,USA,harry butch . reynolds,43.930,Athletics,400m,Seoul,1988,men
260,2,USA,daniel everett,44.090,Athletics,400m,Seoul,1988,men
272,0,URS,olga bryzgina,48.650,Athletics,400m,Seoul,1988,women
273,1,GDR,petra müller,49.450,Athletics,400m,Seoul,1988,women
274,2,URS,olga nazarova,49.900,Athletics,400m,Seoul,1988,women
282,0,,,38.190,Athletics,4x100m relay,Seoul,1988,men
283,1,,,38.280,Athletics,4x100m relay,Seoul,1988,men
284,2,,,38.400,Athletics,4x100m relay,Seoul,1988,men
296,0,,,41.980,Athletics,4x100m relay,Seoul,1988,women
297,1,,,42.090,Athletics,4x100m relay,Seoul,1988,women
298,2,,,42.750,Athletics,4x100m relay,Seoul,1988,women
303,0,,,00:02:56.160,Athletics,4x400m relay,Seoul,1988,men
304,1,,,00:03:00.300,Athletics,4x400m relay,Seoul,1988,men
305,2,,,00:03:00.560,Athletics,4x400m relay,Seoul,1988,men
312,0,,,00:03:15.170,Athletics,4x400m relay,Seoul,1988,women
313,1,,,00:03:15.510,Athletics,4x400m relay,Seoul,1988,women
314,2,,,00:03:18.290,Athletics,4x400m relay,Seoul,1988,women
324,0,KEN,john ngugi,00:13:11.700,Athletics,5000m,Seoul,1988,men
325,1,FRG,dieter baumann,00:13:15.520,Athletics,5000m,Seoul,1988,men
326,2,GDR,hansjörg kunze,00:13:15.730,Athletics,5000m,Seoul,1988,men
341,0,URS,vyacheslav ivanenko,03:38:29.000,Athletics,50km walk,Seoul,1988,men
342,1,GDR,ronald weigel,03:38:56.000,Athletics,50km walk,Seoul,1988,men
343,2,GDR,hartwig gauder,03:39:45.000,Athletics,50km walk,Seoul,1988,men
383,0,KEN,paul ereng,00:01:43.450,Athletics,800m,Seoul,1988,men
384,1,BRA,joaquim cruz,00:01:43.900,Athletics,800m,Seoul,1988,men
385,2,MAR,said aouita,00:01:44.060,Athletics,800m,Seoul,1988,men
396,0,GDR,sigrun grau,00:01:56.100,Athletics,800m,Seoul,1988,women
397,1,GDR,christine wachtel,00:01:56.640,Athletics,800m,Seoul,1988,women
398,2,USA,kimberley ann gallagher,00:01:56.910,Athletics,800m,Seoul,1988,women
406,0,GDR,christian schenk,8488,Athletics,decathlon,Seoul,1988,men
407,1,GDR,torsten voss,8399,Athletics,decathlon,Seoul,1988,men
408,2,CAN,david steen,8328,Athletics,decathlon,Seoul,1988,men
445,0,GDR,jürgen schult,68.82,Athletics,discus throw,Seoul,1988,men
446,1,URS,romas ubartas,67.48,Athletics,discus throw,Seoul,1988,men
447,2,FRG,rolf danneberg,67.38,Athletics,discus throw,Seoul,1988,men
460,0,GDR,martina hellmann,72.3,Athletics,discus throw,Seoul,1988,women
461,1,GDR,diana gansky,71.88,Athletics,discus throw,Seoul,1988,women
462,2,BUL,tzvetanka pavlova khristova,69.74,Athletics,discus throw,Seoul,1988,women
473,0,URS,sergey litvinov,84.8,Athletics,hammer throw,Seoul,1988,men
474,1,URS,yury sedykh,83.76,Athletics,hammer throw,Seoul,1988,men
475,2,URS,juri augustovitch tamm,81.16,Athletics,hammer throw,Seoul,1988,men
486,0,USA,jackie joyner-kersee,7291,Athletics,heptathlon,Seoul,1988,women
487,1,GDR,sabine john,6897,Athletics,heptathlon,Seoul,1988,women
488,2,GDR,anke behmer,6858,Athletics,heptathlon,Seoul,1988,women
518,0,URS,gennady avdeyenko,2.38,Athletics,high jump,Seoul,1988,men
519,1,USA,hollis conway,2.36,Athletics,high jump,Seoul,1988,men
520,2,SWE,patrick sjöberg,2.36,Athletics,high jump,Seoul,1988,men
535,0,USA,dorothy louise ritter,2.01,Athletics,high jump,Seoul,1988,women
536,1,BUL,stefka kostadinova,2.01,Athletics,high jump,Seoul,1988,women
537,2,URS,tamara bykova,1.99,Athletics,high jump,Seoul,1988,women
547,0,FIN,tapio korjus,84.28,Athletics,javelin throw,Seoul,1988,men
548,1,TCH,jan železný,84.12,Athletics,javelin throw,Seoul,1988,men
549,2,FIN,seppo henrik raty,83.26,Athletics,javelin throw,Seoul,1988,men
559,0,GDR,petra felke-meier,74.68,Athletics,javelin throw,Seoul,1988,women
560,1,GBR,fatima whitbread,70.32,Athletics,javelin throw,Seoul,1988,women
561,2,GDR,beate koch,67.3,Athletics,javelin throw,Seoul,1988,women
572,0,USA,carl lewis,8.72,Athletics,long jump,Seoul,1988,men
573,1,USA,michael anthony powell,8.49,Athletics,long jump,Seoul,1988,men
574,2,USA,lawrence ellwyne myricks,8.27,Athletics,long jump,Seoul,1988,men
594,0,USA,jackie joyner-kersee,7.4,Athletics,long jump,Seoul,1988,women
595,1,GDR,heike drechsler,7.22,Athletics,long jump,Seoul,1988,women
596,2,URS,galina cistjakova,7.11,Athletics,long jump,Seoul,1988,women
609,0,ITA,gelindo bordin,02:10:32.000,Athletics,marathon,Seoul,1988,men
610,1,KEN,douglas wakiihuri,02:10:47.000,Athletics,marathon,Seoul,1988,men
611,2,DJI,hussein ahmed salah,02:10:59.000,Athletics,marathon,Seoul,1988,men
727,0,POR,rosa mota,02:25:40.000,Athletics,marathon,Seoul,1988,women
728,1,AUS,lisa martin-ondieki-o'dea,02:25:53.000,Athletics,marathon,Seoul,1988,women
729,2,GDR,katrin dörre,02:26:21.000,Athletics,marathon,Seoul,1988,women
799,0,URS,sergii bubka,5.9,Athletics,pole vault,Seoul,1988,men
800,1,URS,rodion gataullin,5.85,Athletics,pole vault,Seoul,1988,men
801,2,URS,grigoriy yegorov,5.8,Athletics,pole vault,Seoul,1988,men
818,0,GDR,ulf timmermann,22.47,Athletics,shot put,Seoul,1988,men
819,1,USA,eric randolph barnes,22.39,Athletics,shot put,Seoul,1988,men
820,2,SUI,werner günthör,21.99,Athletics,shot put,Seoul,1988,men
830,0,URS,natalya lisovskaya,22.24,Athletics,shot put,Seoul,1988,women
831,1,GDR,kathrin neimke,21.07,Athletics,shot put,Seoul,1988,women
832,2,CHN,mei-su li,21.06,Athletics,shot put,Seoul,1988,women
843,0,BUL,khristo gantchev markov,17.61,Athletics,triple jump,Seoul,1988,men
844,1,URS,igor lapshin,17.52,Athletics,triple jump,Seoul,1988,men
845,2,URS,alexandre kovalenko,17.42,Athletics,triple jump,Seoul,1988,men
432,0,URS,vladimir salnikov,00:15:00.400,Swimming,1500m freestyle,Seoul,1988,men
433,1,FRG,stefan pfeiffer,00:15:02.690,Swimming,1500m freestyle,Seoul,1988,men
434,2,GDR,uwe dassler,00:15:06.150,Swimming,1500m freestyle,Seoul,1988,men
1155,0,USA,matthew biondi,22.140,Swimming,50m freestyle,Seoul,1988,men
1156,1,USA,thomas michael jager,22.360,Swimming,50m freestyle,Seoul,1988,men
1157,2,URS,gennady prigoda,22.710,Swimming,50m freestyle,Seoul,1988,men
1226,0,GDR,kristin otto,25.490,Swimming,50m freestyle,Seoul,1988,women
1227,1,CHN,wenyi yang,25.640,Swimming,50m freestyle,Seoul,1988,women
1228,2,GDR,katrin meissner,25.710,Swimming,50m freestyle,Seoul,1988,women
0,0,BUL,sevdalin marinov,WR,Weightlifting,- 52kg (flyweight),Seoul,1988,men
24,0,URS,yuri zakharevich,455,Weightlifting,100  110kg heavyweight,Seoul,1988,men
25,1,HUN,jozsef jacso,427.5,Weightlifting,100  110kg heavyweight,Seoul,1988,men
26,2,GDR,ronny weller,425,Weightlifting,100  110kg heavyweight,Seoul,1988,men
44,0,URS,alexandre kurlovich,462.5,Weightlifting,110kg super heavyweight,Seoul,1988,men
45,1,FRG,manfred nerlinger,430,Weightlifting,110kg super heavyweight,Seoul,1988,men
46,2,FRG,martin zawieja,415,Weightlifting,110kg super heavyweight,Seoul,1988,men
61,0,TUR,naim süleymanoğlu,WR,Weightlifting,56 - 60kg (featherweight),Seoul,1988,men
78,0,URS,oksen mirzoyan,OR,Weightlifting,56kg bantamweight,Seoul,1988,men
130,0,BUL,borislav gidikov,OR,Weightlifting,67.5-75kg middleweight,Seoul,1988,men
177,0,URS,anatoli khrapaty,OR,Weightlifting,82.5 - 90kg (middle-heavyweight),Seoul,1988,men
205,0,URS,pavel kuznetsov,OR,Weightlifting,90  100kg firstheavyweight,Seoul,1988,men
0,0,FIN,hannes kolehmainen,00:31:20.800,Athletics,10000m,Stockholm,1912,men
1,1,USA,lewis tewanima,00:32:06.600,Athletics,10000m,Stockholm,1912,men
2,2,FIN,albin oskar stenroos,00:32:21.800,Athletics,10000m,Stockholm,1912,men
68,0,CAN,george goulding,00:46:28.400,Athletics,10000m walk,Stockholm,1912,men
69,1,GBR,ernie webb,00:46:50.400,Athletics,10000m walk,Stockholm,1912,men
70,2,ITA,nando altimani,00:47:37.600,Athletics,10000m walk,Stockholm,1912,men
95,0,USA,ralph craig,10.800,Athletics,100m,Stockholm,1912,men
96,1,USA,i. alvah meyer,10.9est,Athletics,100m,Stockholm,1912,men
97,2,USA,donald lippincott,10.9est,Athletics,100m,Stockholm,1912,men
156,0,USA,fred kelly,15.100,Athletics,110m hurdles,Stockholm,1912,men
157,1,USA,james wendell,15.200,Athletics,110m hurdles,Stockholm,1912,men
158,2,USA,martin hawkins,15.300,Athletics,110m hurdles,Stockholm,1912,men
183,0,GBR,arnold jackson,00:03:56.800,Athletics,1500m,Stockholm,1912,men
184,1,USA,abel kiviat,00:03:56.900,Athletics,1500m,Stockholm,1912,men
185,2,USA,norman taber,00:03:56.900,Athletics,1500m,Stockholm,1912,men
246,0,USA,ralph craig,21.700,Athletics,200m,Stockholm,1912,men
247,1,USA,donald lippincott,21.800,Athletics,200m,Stockholm,1912,men
248,2,GBR,william applegarth,21.900,Athletics,200m,Stockholm,1912,men
310,0,,,9,Athletics,3000m team,Stockholm,1912,men
311,1,,,13,Athletics,3000m team,Stockholm,1912,men
312,2,,,23,Athletics,3000m team,Stockholm,1912,men
317,0,USA,charles decker reidpath,48.200,Athletics,400m,Stockholm,1912,men
318,1,GER,hans braun,48.300,Athletics,400m,Stockholm,1912,men
319,2,USA,ed lindberg,48.400,Athletics,400m,Stockholm,1912,men
369,0,,,42.400,Athletics,4x100m relay,Stockholm,1912,men
370,1,,,42.600,Athletics,4x100m relay,Stockholm,1912,men
371,2,,,DSQ,Athletics,4x100m relay,Stockholm,1912,men
378,0,,,00:03:16.600,Athletics,4x400m relay,Stockholm,1912,men
379,1,,,00:03:20.700,Athletics,4x400m relay,Stockholm,1912,men
380,2,,,00:03:23.200,Athletics,4x400m relay,Stockholm,1912,men
384,0,FIN,hannes kolehmainen,00:14:36.600,Athletics,5000m,Stockholm,1912,men
385,1,FRA,jean bouin,00:14:36.700,Athletics,5000m,Stockholm,1912,men
386,2,GBR,george william hutson,00:15:07.600,Athletics,5000m,Stockholm,1912,men
453,0,USA,ted meredith,00:01:51.900,Athletics,800m,Stockholm,1912,men
454,1,USA,melvin sheppard,00:01:52.000,Athletics,800m,Stockholm,1912,men
455,2,USA,ira nelson davenport,00:01:52.000,Athletics,800m,Stockholm,1912,men
506,0,FIN,hannes kolehmainen,00:45:11.600,Athletics,cross country individual,Stockholm,1912,men
507,1,SWE,hjalmar andersson,00:45:44.800,Athletics,cross country individual,Stockholm,1912,men
508,2,SWE,john eke,00:46:37.600,Athletics,cross country individual,Stockholm,1912,men
565,0,,,10,Athletics,cross country team,Stockholm,1912,men
566,1,,,11,Athletics,cross country team,Stockholm,1912,men
567,2,,,49,Athletics,cross country team,Stockholm,1912,men
571,0,USA,jim thorpe,779.8,Athletics,decathlon,Stockholm,1912,men
572,1,SWE,hugo k. wieslander,750.4,Athletics,decathlon,Stockholm,1912,men
573,2,SWE,charles lomberg,587.2,Athletics,decathlon,Stockholm,1912,men
621,0,FIN,armas rudolf taipale,82.86,Athletics,discus throw both hands,Stockholm,1912,men
622,1,FIN,elmer konstantin niklander,77.96,Athletics,discus throw both hands,Stockholm,1912,men
623,2,SWE,emil magnusson,77.37,Athletics,discus throw both hands,Stockholm,1912,men
664,0,FIN,armas rudolf taipale,45.21,Athletics,discus throw,Stockholm,1912,men
665,1,USA,richard leslie byrd,42.32,Athletics,discus throw,Stockholm,1912,men
666,2,USA,james henry duncan,42.28,Athletics,discus throw,Stockholm,1912,men
737,0,USA,matt mcgrath,54.74,Athletics,hammer throw,Stockholm,1912,men
738,1,CAN,duncan gillis,47.24,Athletics,hammer throw,Stockholm,1912,men
761,0,USA,alma wilfred richards,1.93,Athletics,high jump,Stockholm,1912,men
762,1,GER,hans liesche,1.91,Athletics,high jump,Stockholm,1912,men
763,2,USA,george leslie horine,1.89,Athletics,high jump,Stockholm,1912,men
820,0,USA,platt adams,1.63,Athletics,high jump standing,Stockholm,1912,men
821,1,USA,benjamin w. adams,1.6,Athletics,high jump standing,Stockholm,1912,men
822,2,GRE,kostas tsiklitiras,1.55,Athletics,high jump standing,Stockholm,1912,men
876,0,FIN,juho julius saaristo,109.42,Athletics,javelin throw both hands,Stockholm,1912,men
877,1,FIN,väinö siikaniemi,101.13,Athletics,javelin throw both hands,Stockholm,1912,men
878,2,FIN,urho pellervo peltonen,100.24,Athletics,javelin throw both hands,Stockholm,1912,men
909,0,SWE,eric lemming,60.64,Athletics,javelin throw,Stockholm,1912,men
910,1,FIN,juho julius saaristo,58.66,Athletics,javelin throw,Stockholm,1912,men
911,2,HUN,mor kovacs,55.5,Athletics,javelin throw,Stockholm,1912,men
968,0,USA,albert lovejoy gutterson,7.18,Athletics,long jump,Stockholm,1912,men
969,1,CAN,cal bricker,7.04,Athletics,long jump,Stockholm,1912,men
970,2,SWE,georg aberg,7.18,Athletics,long jump,Stockholm,1912,men
1046,0,GRE,kostas tsiklitiras,3.34,Athletics,long jump standing,Stockholm,1912,men
1047,1,USA,platt adams,3.36,Athletics,long jump standing,Stockholm,1912,men
1048,2,USA,benjamin w. adams,3.28,Athletics,long jump standing,Stockholm,1912,men
1107,0,RSA,ken mcarthur,02:36:54.800,Athletics,marathon,Stockholm,1912,men
1108,1,RSA,chris gitsham,02:37:52.000,Athletics,marathon,Stockholm,1912,men
1109,2,USA,gaston strobino,02:38:42.400,Athletics,marathon,Stockholm,1912,men
1205,0,USA,jim thorpe,1,Athletics,pentathlon,Stockholm,1912,men
1206,1,NOR,ferdinand reinhardt bie,6,Athletics,pentathlon,Stockholm,1912,men
1207,2,USA,jim donahue,3,Athletics,pentathlon,Stockholm,1912,men
1261,0,USA,harry stoddard babcock,3.95,Athletics,pole vault,Stockholm,1912,men
1262,1,USA,frank thayer nelson,3.85,Athletics,pole vault,Stockholm,1912,men
1263,2,USA,marc snowell wright,3.85,Athletics,pole vault,Stockholm,1912,men
1289,0,USA,ralph rose,27.7,Athletics,shot put both hands,Stockholm,1912,men
1290,1,USA,pat mcdonald,27.53,Athletics,shot put both hands,Stockholm,1912,men
1291,2,FIN,elmer konstantin niklander,27.14,Athletics,shot put both hands,Stockholm,1912,men
1318,0,USA,pat mcdonald,15.34,Athletics,shot put,Stockholm,1912,men
1319,1,USA,ralph rose,15.25,Athletics,shot put,Stockholm,1912,men
1320,2,USA,laurence atwood whitney,13.93,Athletics,shot put,Stockholm,1912,men
1379,0,SWE,gustav lindblom,14.35,Athletics,triple jump,Stockholm,1912,men
1380,1,SWE,georg aberg,14.03,Athletics,triple jump,Stockholm,1912,men
1381,2,SWE,erik almlöf,14.1,Athletics,triple jump,Stockholm,1912,men
0,0,USA,harry j. hebner,00:01:21.200,Swimming,100m backstroke,Stockholm,1912,men
1,1,GER,otto fahr,00:01:22.400,Swimming,100m backstroke,Stockholm,1912,men
2,2,GER,paul kellner,00:01:24.000,Swimming,100m backstroke,Stockholm,1912,men
29,0,USA,duke paoa kahanamoku,00:01:03.400,Swimming,100m freestyle,Stockholm,1912,men
30,1,ANZ,cecil healy,00:01:04.600,Swimming,100m freestyle,Stockholm,1912,men
31,2,USA,kenneth huszagh,00:01:05.600,Swimming,100m freestyle,Stockholm,1912,men
66,0,ANZ,fanny durack,00:01:22.200,Swimming,100m freestyle,Stockholm,1912,women
67,1,ANZ,mina wylie,00:01:25.400,Swimming,100m freestyle,Stockholm,1912,women
68,2,GBR,jennie fletcher,00:01:27.000,Swimming,100m freestyle,Stockholm,1912,women
73,0,CAN,george ritchie hodgson,00:22:00.000,Swimming,1500m freestyle,Stockholm,1912,men
74,1,GBR,john gatenby hatfield,00:22:39.000,Swimming,1500m freestyle,Stockholm,1912,men
75,2,ANZ,harold h. hardwick,00:23:15.400,Swimming,1500m freestyle,Stockholm,1912,men
112,0,GER,walter bathe,00:03:01.800,Swimming,200m breaststroke,Stockholm,1912,men
113,1,GER,willy lützow,00:03:05.000,Swimming,200m breaststroke,Stockholm,1912,men
114,2,GER,kurt paul malisch,00:03:08.000,Swimming,200m breaststroke,Stockholm,1912,men
146,0,GER,walter bathe,00:06:29.600,Swimming,400m breaststroke,Stockholm,1912,men
147,1,SWE,tor henning,00:06:35.600,Swimming,400m breaststroke,Stockholm,1912,men
148,2,GBR,percy courtman,00:06:36.400,Swimming,400m breaststroke,Stockholm,1912,men
180,0,CAN,george ritchie hodgson,00:05:24.400,Swimming,400m freestyle,Stockholm,1912,men
181,1,GBR,john gatenby hatfield,00:05:25.800,Swimming,400m freestyle,Stockholm,1912,men
182,2,ANZ,harold h. hardwick,00:05:31.200,Swimming,400m freestyle,Stockholm,1912,men
232,0,,,00:05:52.800,Swimming,4x100m freestyle relay,Stockholm,1912,women
233,1,,,00:06:04.600,Swimming,4x100m freestyle relay,Stockholm,1912,women
234,2,,,00:06:17.000,Swimming,4x100m freestyle relay,Stockholm,1912,women
236,0,,,00:10:11.200,Swimming,4x200m freestyle relay,Stockholm,1912,men
237,1,,,00:10:20.200,Swimming,4x200m freestyle relay,Stockholm,1912,men
238,2,,,00:10:28.600,Swimming,4x200m freestyle relay,Stockholm,1912,men
0,0,ETH,haile gebrselassie,00:27:18.200,Athletics,10000m,Sydney,2000,men
1,1,KEN,paul tergat,00:27:18.290,Athletics,10000m,Sydney,2000,men
2,2,ETH,assefa mezgebu,00:27:19.750,Athletics,10000m,Sydney,2000,men
20,0,ETH,derartu tulu,00:30:17.490,Athletics,10000m,Sydney,2000,women
21,1,ETH,gete wami,00:30:22.480,Athletics,10000m,Sydney,2000,women
22,2,POR,fernanda ribeiro,00:30:22.880,Athletics,10000m,Sydney,2000,women
44,0,KAZ,olga shishigina,12.650,Athletics,100m hurdles,Sydney,2000,women
45,1,NGR,glory alozie,12.680,Athletics,100m hurdles,Sydney,2000,women
46,2,USA,melissa morrison,12.760,Athletics,100m hurdles,Sydney,2000,women
55,0,USA,maurice greene,09.870,Athletics,100m,Sydney,2000,men
56,1,TTO,ato boldon,09.990,Athletics,100m,Sydney,2000,men
57,2,BAR,obadele thompson,10.040,Athletics,100m,Sydney,2000,men
67,0,GRE,aikaterini thanou,11.120,Athletics,100m,Sydney,2000,women
68,1,JAM,tanya lawrence,11.180,Athletics,100m,Sydney,2000,women
69,2,JAM,merlene ottey-page,11.190,Athletics,100m,Sydney,2000,women
75,0,CUB,anier garcia,13.000,Athletics,110m hurdles,Sydney,2000,men
76,1,USA,terrence trammell,13.160,Athletics,110m hurdles,Sydney,2000,men
77,2,USA,mark crear,13.220,Athletics,110m hurdles,Sydney,2000,men
89,0,KEN,noah kiprono ngenyi,00:03:32.070,Athletics,1500m,Sydney,2000,men
90,1,MAR,hicham el guerrouj,00:03:32.320,Athletics,1500m,Sydney,2000,men
91,2,KEN,bernard lagat,00:03:32.440,Athletics,1500m,Sydney,2000,men
102,0,ALG,nouria merah-benida,00:04:05.100,Athletics,1500m,Sydney,2000,women
103,1,ROU,violeta szekely,00:04:05.150,Athletics,1500m,Sydney,2000,women
104,2,ROU,gabriela szabo,00:04:05.270,Athletics,1500m,Sydney,2000,women
117,0,GRE,kostas kenteris,20.090,Athletics,200m,Sydney,2000,men
118,1,GBR,darren campbell,20.140,Athletics,200m,Sydney,2000,men
119,2,TTO,ato boldon,20.200,Athletics,200m,Sydney,2000,men
128,0,BAH,pauline elaine davis,22.270,Athletics,200m,Sydney,2000,women
129,1,SRI,susanthika jayasinghe,22.280,Athletics,200m,Sydney,2000,women
130,2,JAM,beverly mcdonald,22.350,Athletics,200m,Sydney,2000,women
140,0,CHN,liping wang,01:29:05.000,Athletics,20km race walk,Sydney,2000,women
141,1,NOR,kjersti platzer,01:29:33.000,Athletics,20km race walk,Sydney,2000,women
142,2,ESP,maria vasco,01:30:23.000,Athletics,20km race walk,Sydney,2000,women
197,0,POL,robert korzeniowski,01:18:59.000,Athletics,20km walk,Sydney,2000,men
198,1,MEX,noe hernandez,01:19:03.000,Athletics,20km walk,Sydney,2000,men
199,2,RUS,vladimir andreyev,01:19:27.000,Athletics,20km walk,Sydney,2000,men
245,0,KEN,reuben kosgei,00:08:21.430,Athletics,3000m steeplechase,Sydney,2000,men
246,1,KEN,wilson boit kipketer,00:08:21.770,Athletics,3000m steeplechase,Sydney,2000,men
247,2,MAR,ali ezzine,00:08:22.150,Athletics,3000m steeplechase,Sydney,2000,men
261,0,USA,angelo taylor,47.500,Athletics,400m hurdles,Sydney,2000,men
262,1,KSA,hadi soua'an al-somaily,47.530,Athletics,400m hurdles,Sydney,2000,men
263,2,RSA,llewellyn herbert,47.810,Athletics,400m hurdles,Sydney,2000,men
269,0,RUS,irina privalova,53.020,Athletics,400m hurdles,Sydney,2000,women
270,1,JAM,deon marie hemmings,53.450,Athletics,400m hurdles,Sydney,2000,women
271,2,MAR,nezha bidouane,53.570,Athletics,400m hurdles,Sydney,2000,women
279,0,USA,michael johnson,43.840,Athletics,400m,Sydney,2000,men
280,1,USA,alvin harrison,44.400,Athletics,400m,Sydney,2000,men
281,2,JAM,greg haughton,44.700,Athletics,400m,Sydney,2000,men
